NatEmis,verify,DataYear,Province,ProvinceCD,Official_Institution_Name,STATUS,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,DemarcationFrom,DemarcationTo,OldNATEMIS,NewNATEMIS,Learners2022,Educators2022
700311639,False,2022,GT,7,IKWEZI-KHANYENG PRIMARY SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INDUSTRIAL: CHILD WELFARE,EKURHULENI NORTH,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),917172,917172,,NOT APPLICABLE,"28,3373889454","-26,2041719476",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011050,MACKENZIE PARK,MOSHEBUDI R. MABILO,MACKENZI PARK,BENONI,BENONI,"1, MARY MOODLEY PLACE OF SAFETY; TSESSEBE STREET, MACKENZI PARK, BENONI, BENONI",P. O BOX 642 BENONI 1500,0114210167,NO,NONE,,N,NOT APPLICABLE,1999-03-19,NO,URBAN,,GT,NOT MOVED,700311639,99,44,12
700311704,False,2022,GT,7,ACTONVILLE TRAINING CENTRE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,EKURHULENI NORTH,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),917154,917154,,NOT APPLICABLE,"28,3559757748","-26,1894654613",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700073,797011049,NEW MODDER,TIMOTHY BOROTO ( ACTING PRINCIPAL),RYNSOORD,BENONI,BENONI,"1, CNR MC ALPINE ROAD AND MODDERBEE STR, RYNSOORD, BENONI, BENONI",PO BOX 18121 ACTONVILLE 1506,0114232411,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700311704,99,350,44
700311746,False,2022,GT,7,FELICITASSKOOL - SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,GAUTENG EAST,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),916002,916002,,NOT APPLICABLE,"28,3808536426","-26,243207063",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700097,797022006,WELTEVREDEN,MRS. M.J. VISSER,BRENTHURST,BRAKPAN,BRAKPAN,"51, MURIEL BRAND STREET, BRENTHURST, BRAKPAN, BRAKPAN",566 BRAKPAN 1540,0118134142,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700311746,99,539,59
700312124,False,2022,GT,7,EAST RAND SCHOOL OF ARTS (CREATIVE AND PERFORMING ARTS),OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF FOCUS LEARNING,EKURHULENI NORTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),917157,917157,8312124,EAST RAND SCHOOL OF ARTS (CREATIVE AND PERFORMING ARTS),"28,3927722344","-26,1386271993",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700025,797014010,DAVEYTON X4,WEZIWE MINIKAZI JAFTA,HILLCERST FARM,PUTFONTEIN,BENONI,"1, JONES, HILLCERST FARM, PUTFONTEIN, BENONI",P. O BOX 1895 BENONI 1500,0100071186,NO,NONE,,N,NOT APPLICABLE,2003-12-01,NO,URBAN,,GT,NOT MOVED,700312124,99,554,46
700320010,False,2022,GT,7,DIE ANKERSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,SEDIBENG WEST,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),908001,908001,,NOT APPLICABLE,"27,8165727445","-26,7058302473",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201023,760008020,VANDERBIJLPARK CW 6,FRANCOIS DU TOIT,SW6,VANDERBIJLPARK,VANDERBIJLPARK,"1, TENNYSON STREET, SW6, VANDERBIJLPARK, VANDERBIJLPARK",P.O. BOX 258 VANDERBILPARK 1900,0169311683,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700320010,99,740,54
700321000,False,2022,GT,7,MOFOLO PRIMARY SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,SEDIBENG WEST,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),908081,908081,,NOT APPLICABLE,"27,8434337915","-26,5214994586",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201044,760002002,EVATON CENTRAL,SEOBI TSHIDISO,EVATON,VANDERBIJILPARK,VANDERBIJILPARK,"8647, HAMILTON ROAD, EVATON, VANDERBIJILPARK, VANDERBIJILPARK",5099 MAFATSANA 1984,0165910099,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700321000,99,238,21
700321414,False,2022,GT,7,SEBOKENG TECHNICAL HIGH SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SEDIBENG WEST,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),908120,908120,,NOT APPLICABLE,"27,8386706266","-26,5754770577",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201032,760004011,SEBOKENG UNIT 13,DLOZI PHILEMON RADEBE,ZONE 13,SEBOKENG,SEBOKENG,"1672, MOHALE STREET, ZONE 13, SEBOKENG, SEBOKENG",2221 VEREENIGING 1930,0165941982,NO,NONE,,N,NOT APPLICABLE,1999-02-22,NO,URBAN,,GT,NOT MOVED,700321414,99,459,32
700321786,False,2022,GT,7,THABO-VUYO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,SEDIBENG WEST,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),908002,908002,,NOT APPLICABLE,"27,8342589996","-26,608472",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201017,760008001,CYFERPAN,TLHOLISO ELIZABETH LEHOKO,ZONE 18,SEBOKENG,VEREENIGING,"1, SAMUEL STREET, ZONE 18, SEBOKENG, VEREENIGING",P.O.BOX 373 MASOHENG 1908,0169880099,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700321786,99,336,27
700330100,False,2022,GT,7,DESTINATASKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,LEARNING DISABILITY,SEDIBENG EAST,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907001,907001,8330100,DESTINATASKOOL,"28,0305984458","-26,5551526904",SEDIBENG DISTRICT MUNICIPALITY,MIDVAAL LOCAL MUNICIPALITY,74202014,761006012,MEYERTON CENTRAL,ANDRE LOTTERING,GOLFPARK,MEYERTON,MEYERTON,"1, C/O MIMOSA AVENUE AND VERWOERD ROAD, GOLFPARK, MEYERTON, MEYERTON",POST BOX 1517 MEYERTON 1960,0163620546,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700330100,99,470,61
700330118,False,2022,GT,7,EUREKASKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,SEDIBENG EAST,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907002,907002,,NOT APPLICABLE,"27,9146469995","-26,6696589997",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201015,760009032,VEREENIGING CENTRAL,AMANDA LOMBARD,LEEUHOF,VEREENIGING,VEREENIGING,"1, KWAGGA STREET, LEEUHOF, VEREENIGING, VEREENIGING",PRIVATE BAG X052 VEREENIGING 1930,0164211064,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700330118,99,463,57
700330316,False,2022,GT,7,KRUGERLAANSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,SEDIBENG EAST,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907005,907005,,NOT APPLICABLE,"27,9280184083","-26,6491209995",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201045,760009029,DUNCANVILLE,JOSEF POTGIETER,DUNCANVILLE,VEREENIGING,VEREENIGING,"109, HOUTKOP ROAD, DUNCANVILLE, VEREENIGING, VEREENIGING",842 VEREENIGING 1930,0164281030,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700330316,99,541,50
700330811,False,2022,GT,7,DUZENENDLELA PRIMARY FARM SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,JOHANNESBURG SOUTH,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),911469,911040,,NOT APPLICABLE,"27,8725013552","-26,4403497762",CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800006,798002004,ALTHEA AH,MRS ANGIE TSHOEU,SWEETWATERS,ORANGE FARM,JOHANNESBURG,"1, GOLDEN HIGHWAY, SWEETWATERS, ORANGE FARM, JOHANNESBURG",P.O. BOX 29 GRASMERE 1828,0826008015,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700330811,99,233,28
700330860,False,2022,GT,7,ISIZWE-SETJHABA SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION,SEVERE MENTAL DISABILITY,SEDIBENH EAST,1,PUBLIC,PUBLIC,,907038,907038,8330860,ISIZWE-SETJHABA SPECIAL SCHOOL,"27,8913652201","-26,6518863998",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201011,760009035,ROODS GARDENS AH,JOHAN ERASMUS,HOMER,VEREENIGING,VEREENIGING,"12, ANTON STEGMAN STREET, HOMER, VEREENIGING, VEREENIGING",11 SHARPEVILLE 1928,161002848,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700330860,99,96,12
700331074,False,2022,GT,7,"MOHLOLI SECONDARY SCHOOL (MATHS,SCIENCE AND ICT-MARITIME)",OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF FOCUS LEARNING,SEDIBENG EAST,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),907073,907073,8331074,"MOHLOLI SECONDARY SCHOOL (MATHS,SCIENCE AND ICT-MARITIME)","27,8785139801","-26,6915812697",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201013,760012001,SHARPEVILLE SP,THOMAS THEBUDI MAKUA,SHARPEVILLE,VEREENIGING,VEREENIGING,"8000, ZWANE STREET, SHARPEVILLE, VEREENIGING, VEREENIGING",57 SHARPEVILLE 1928,0161004441,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700331074,99,864,41
700331322,False,2022,GT,7,SIBONILE SCHOOL FOR THE BLIND,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,PARTIALLY SIGHTED,SEDIBENG EAST,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),907006,907006,,NOT APPLICABLE,"28,107913","-26,4218910004",SEDIBENG DISTRICT MUNICIPALITY,MIDVAAL LOCAL MUNICIPALITY,74202012,761002005,GARTHDALE AH,LINDIWE EMILY MHLUNGU,KLIPRIVIER,KLIPRIVIER,MEYERTON,"33, GARTHVIEW ROAD, KLIPRIVIER, KLIPRIVIER, MEYERTON",534 KLIPRIVIER 1871,0119038909,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700331322,99,179,25
700331363,False,2022,GT,7,SPRINGFIELD SCHOOL (MID),OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,SEDIBENG EAST,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),907106,907106,,NOT APPLICABLE,"27,9734510003","-26,6140260002",SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201016,760009006,VEREENIGING SP1,NOKUTHULA NTSHUMAYELO,REDAN,MEYERTON,MEYERTON,"77, KOOKFONTEIN, REDAN, MEYERTON, MEYERTON",70 REDAN 1931,0163631000,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700331363,99,222,18
700332122,False,2022,GT,7,IKHWEZILOKUSA CENTRE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SEDIBENG EAST,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,"27,9344741579","-26,5279009793",SEDIBENG DISTRICT MUNICIPALITY,MIDVAAL LOCAL MUNICIPALITY,74202011,761005002,DE DEUR ESTATE,QUEEN PHAKATHI,,DE DEUR,VEREENIGING,"55, SENATOR MARK AVENUE, , DE DEUR, VEREENIGING",734 DE-DEUR 1884,0160130065,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700332122,99,19,2
700340208,False,2022,GT,7,HOËRSKOOL EMMASDAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INDUSTRIAL: CHILD WELFARE,SEDIBENG EAST,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907003,907003,8340208,HOËRSKOOL EMMASDAL,"28,3490517208","-26,5466505553",SEDIBENG DISTRICT MUNICIPALITY,LESEDI LOCAL MUNICIPALITY,74203011,762014012,HEIDELBERG SP,PIETER SWART ,HEIDELBERG,HEIDELBERG,HEIDELBERG,"1, VAALDAM ROAD, HEIDELBERG, HEIDELBERG, HEIDELBERG",P.BAG H 610 HEIDELBERG 1438,0715592874,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700340208,99,58,8
700340216,False,2022,GT,7,HOËRSKOOL J.W. LUCKHOFF,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INDUSTRIAL: CHILD WELFARE,SEDIBENG EAST,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907004,907004,8340216,HOËRSKOOL J.W. LUCKHOFF,"28,3780859995","-26,5500210004",SEDIBENG DISTRICT MUNICIPALITY,LESEDI LOCAL MUNICIPALITY,74203011,762004002,LESEDI NU,MADELENE LATEGAN,HEIDELBERG,HEIDELBERG,HEIDELBERG,"23, BALFOUR ROAD, HEIDELBERG, HEIDELBERG, HEIDELBERG",320 HEIDELBERG 1438,0723711061,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700340216,99,101,11
700340547,False,2022,GT,7,DUKATHOLE SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,EKURHULENI SOUTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918025,918025,,NOT APPLICABLE,"28,1537790001","-26,322304",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700050,797031009,MONAHENG,ELIZABETH M. MOKHOLELA,MONAHENG SECTION,KATLEHONG,GERMISTON,"276, SEOUE STREET, MONAHENG SECTION, KATLEHONG, GERMISTON",12098 KATLEHONG 1432,0119094516,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700340547,99,243,20
700340752,False,2022,GT,7,KHANYA-LESEDI SECONDARY SCHOOL (SPORTS),OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF FOCUS LEARNING,SEDIBENG EAST,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),907042,907042,8340752,KHANYA-LESEDI SECONDARY SCHOOL (SPORTS),"28,3239452796","-26,5588691234",SEDIBENG DISTRICT MUNICIPALITY,LESEDI LOCAL MUNICIPALITY,74203003,762015004,RATANDA SP,NTITISELA FRANS MOLLO,RATANDA,HEIDELBERG,HEIDELBERG,"4167, LEHOKO STREET, RATANDA, HEIDELBERG, HEIDELBERG",1745 RATANDA 1438,0163438904,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700340752,99,1169,45
700341131,False,2022,GT,7,J.J. MASIPA TECHNICAL OCCUPATIONAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,SEDIBENG EAST,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),907084,907084,,NOT APPLICABLE,"28,3255809995","-26,55055",SEDIBENG DISTRICT MUNICIPALITY,LESEDI LOCAL MUNICIPALITY,74203004,762015004,RATANDA SP,O.V. NYOBOLE,RATANDA,HEIDELBERG,HEIDELBERG,"2356, MAHOMO STR, RATANDA, HEIDELBERG, HEIDELBERG",P.O.BOX 7158 HEIDELBERG 1438,0163437009,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700341131,99,166,13
700341206,False,2022,GT,7,SAMSON SPECIAL SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,EKURHULENI SOUTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918099,918099,,NOT APPLICABLE,"28,1473170005","-26,3201359998",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700052,797031006,MAPANGA,T.A. MOTSISI,KATLEHONG,GERMISTON,GERMISTON,"234, SHABANGU STREET, KATLEHONG, GERMISTON, GERMISTON",P.O.BOX 12108 KATLEHONG 1432,0112014621,NO,NONE,,N,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700341206,99,421,21
700341552,False,2022,GT,7,EZIBELENI SCHOOL FOR PHYSICALLY DISABLED CHILDREN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,PHYSICALLY DISABLED,EKURHULENI SOUTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918002,918002,,NOT APPLICABLE,"28,1429499778","-26,3272747081",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700052,797031006,MAPANGA,THABANG DAGADA,KATLEHONG,GERMISTON,GERMISTON,"8014, CNR KHUMALO & HOSPITAL, KATLEHONG, GERMISTON, GERMISTON",124237 ALRODE 1451,0119093992,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700341552,99,218,26
700341560,False,2022,GT,7,EKURHULENI SCHOOL FOR THE DEAF,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,DEAF,EKURHULENI SOUTH,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918235,99,,NOT APPLICABLE,"28,1628524031","-26,3448384927",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700048,797031027,MOSELEKE EAST,MRS SIBONGILE KHANTSI,MOFOKENG,KATLEHONG,GERMISTON,"1, CNR THUTONG & SONTONGA, MOFOKENG, KATLEHONG, GERMISTON",X16008 LEONDALE 1424,0119051104,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700341560,99,268,34
700341594,False,2022,GT,7,KATLEHONG TECHNICAL SECONDARY SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF FOCUS LEARNING,EKURHULENI SOUTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918150,918150,8341594,KATLEHONG TECHNICAL SECONDARY SCHOOL,"28,1569179204","-26,3145956603",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700050,797031007,ADMIN,JACO OPPERMAN,GOBA SECTION.,KATLEHONG,GERMISTON,"309, KHUMALO STREET., GOBA SECTION., KATLEHONG, GERMISTON",12174 KATLEHONG. 1432,0815876283,NO,NONE,,N,NOT APPLICABLE,1999-02-04,NO,URBAN,,GT,NOT MOVED,700341594,99,1432,56
700341800,False,2022,GT,7,ZIMELENI SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,EKURHULENI SOUTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),918005,918005,,NOT APPLICABLE,"28,1454200003","-26,3223789996",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700052,797031006,MAPANGA,MAFOLO ALFRED BOGOPA,MAPHANGA,KATLEHONG,GERMISTON,"1111, MSOMI, MAPHANGA, KATLEHONG, GERMISTON",123787 ALRODE 1451,0119091410,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700341800,99,365,28
700350058,False,2022,GT,7,DR. W.K. DU PLESSIS-SKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,NEURALLY DISABLED: EPILEPSY,GAUTENG EAST,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),916001,916001,8350058,DR. W.K. DU PLESSIS-SKOOL,"28,4411216664","-26,2302683332",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700075,797018025,PETERSFIELD,COBUS VAN EEDEN,PETERSFIELD,SPRINGS,SPRINGS,"26, EAST GEDULD ROAD, PETERSFIELD, SPRINGS, SPRINGS",X33 SPRINGS 1560,0118112980,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700350058,99,401,47
700350397,False,2022,GT,7,OLYMPIA PARKSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD MENTAL DISABILITY,GAUTENG EAST,4,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),916005,916005,8350397,OLYMPIA PARKSKOOL,"28,4338692904","-26,2480536411",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700074,797018028,ORANJEHOF,ELOUDY EDWINA WARNICK,GEDULD,SPRINGS,SPRINGS,"100, C/O PLANTATION ROAD & FIRST AVENUE, GEDULD, SPRINGS, SPRINGS",PO BOX 51 SPRINGS 1560,0118113895,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700350397,99,633,45
700350447,False,2022,GT,7,PROTEASKOOL - SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,LEARNING DISABILITY,GAUTENG EAST,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),916007,916007,8350447,PROTEASKOOL - SCHOOL,"28,4350435316","-26,2598327567",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700074,797018029,SPRINGS CENTRAL,MAGDA BARNARD,SPRINGS EXTENTION,SPRINGS,SPRINGS,"55, MAIN AVENUE, SPRINGS EXTENTION, SPRINGS, SPRINGS",X75 SPRINGS 1560,0113626584,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700350447,99,369,52
700350991,False,2022,GT,7,PHELANG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SEVERE MENTAL DISABILITY,GAUTENG EAST,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCACTION & TRAINING(DET),916006,916006,,NOT APPLICABLE,"28,4114570001","-26,3042550003",EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700077,797023016,KWA-THEMA PHASE 1,TSHEPO LEDWABA,KWA THEMA,SPRINGS,SPRINGS,"13215, KGASWANE, KWA THEMA, SPRINGS, SPRINGS",188 KWA THEMA 1563,0117369840,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700350991,99,234,30
700400026,False,2022,GT,7,WILLOW RIDGE PRIVATE SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,JOHANNESBURG NORTH,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400026,WILLOW RIDGE PRIVATE SCHOOL,"27,9272333333","-26,1006483333",CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800126,798016031,RANDPARK RIDGE,MEGGAN TUNLEY,,RANDPARK RIDGE,RANDBURG,"1, SYSIE STREET, , RANDPARK RIDGE, RANDBURG",1534 HONEYDEW 2040,0777951776,NO,NONE,,N,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400026,99,125,24
700400081,False,2022,GT,7,ROSINA SEDIBANE-MODIBA SCHOOL (SPORTS),OPEN,PUBLIC,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF FOCUS LEARNING,TSHWANE SOUTH,1,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,904210,904210,8400081,ROSINA SEDIBANE-MODIBA SCHOOL (SPORTS),"28,1096816336","-25,7819826052",CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,799058001,LAUDIUM EXT 2,REGINALD PATERSON,LAUDIUM,PRETORIA,PRETORIA,"123, HIMALAYA, LAUDIUM, PRETORIA, PRETORIA",14685 SAPO 0037,0123740084,NO,NONE,,N,NOT APPLICABLE,2003-12-01,NO,URBAN,,GT,NOT MOVED,700400081,99,449,20
